162269614,1.352930324088309E-4
15335662,5.780702293831869E-4
207752295,7.748600947051236E-4
47186647,8.609556607834694E-5
49152745,6.149683291310496E-5
88868166,6.149683291310496E-5
96208310,6.764651620441552E-4
12,0.005719205460918805
13,0.004513867535821911
14,1.229936658262099E-4
16908562,6.02668962548429E-4
415766744,1.229936658262099E-4
17,3.689809974786298E-5
36045367,2.582866982350408E-4
20,0.006678556054363271
202771457,3.689809974786298E-5
15466747,9.839493266096793E-5
94373307,3.320828977307667E-4
51249941,1.2299366582620994E-5
1966141,3.689809974786297E-4
98698689,2.459873316524199E-5
48628430,1.2299366582620994E-5
260706209,2.459873316524198E-4
139593849,3.689809974786298E-5
14287094,5.534714962179448E-4
80610528,4.0587909722649264E-4
424024424,6.149683291310496E-5
47,3.9357973064387165E-4
61080471,6.149683291310496E-5
42992292,2.459873316524199E-5
22020453,1.5989176557407286E-4
242617929,7.379619949572595E-5
41026098,4.673759301395976E-4
66,9.839493266096793E-5
7471152,3.9357973064387165E-4
1048661,7.379619949572604E-4
52560743,1.8449049873931484E-4
38797846,3.689809974786298E-5
340530187,3.689809974786298E-5
128321519,2.213885984871778E-4
21627136,4.919746633048398E-5
14155927,8.855543939487129E-4
171313785,1.2299366582620994E-5
366351769,1.2299366582620994E-5
58065700,8.609556607834694E-5
30933386,6.149683291310496E-5
145361151,4.919746633048398E-5
30146970,2.336879650697988E-4
65668018,6.149683291310496E-5
78775531,2.459873316524199E-5
655443,1.2299366582620994E-5
1048651,1.8449049873931484E-4
51643210,2.459873316524199E-5
18088309,6.395670622962921E-4
216796302,1.2299366582620994E-5
100927079,1.1069429924358891E-4
37225051,1.2299366582620994E-5
30802352,4.919746633048398E-5
223218980,1.2299366582620994E-5
107,9.839493266096793E-5
43909874,2.9518479798290375E-4
40108553,3.689809974786298E-5
15204486,4.919746633048398E-5
44171991,1.2299366582620994E-5
377230858,2.459873316524199E-5
348394675,1.4759239899145188E-4
271847496,1.2299366582620994E-5
73925653,2.213885984871778E-4
17301878,1.5989176557407286E-4
199363485,5.288727630527027E-4
169347687,1.2299366582620994E-5
222432705,1.5989176557407286E-4
57017317,4.427771969743556E-4
148375644,1.352930324088309E-4
222563776,1.2299366582620994E-5
21365185,4.919746633048398E-5
273289410,1.2299366582620994E-5
34210459,1.2299366582620994E-5
14155850,1.2299366582620994E-5
74974444,2.459873316524199E-5
113509970,2.213885984871778E-4
298062163,3.689809974786298E-5
235146909,1.8449049873931484E-4
98567547,3.689809974786297E-4
17826187,6.149683291310496E-5
48759368,8.609556607834694E-5
13369452,1.229936658262099E-4
7078092,2.459873316524199E-5
20709790,1.229936658262099E-4
14680132,4.919746633048398E-5
23331266,1.5989176557407286E-4
22413809,0.0023860771170284675
524463,6.518664288789131E-4
22544880,3.8128036406125066E-4
9830462,6.149683291310496E-5
39846600,2.459873316524199E-5
92538157,1.2299366582620994E-5
18481585,3.566816308960087E-4
17301926,1.5989176557407286E-4
290591203,1.9678986532193583E-4
360453582,6.149683291310496E-5
123471855,8.732550273660919E-4
71304435,1.2299366582620994E-5
151128500,2.459873316524199E-5
123340781,5.411721296353238E-4
17695161,1.352930324088309E-4
18219438,3.1978353114814573E-4
81921114,6.149683291310496E-5
417601630,3.689809974786298E-5
19530134,0.0018203062542279046
60818204,2.582866982350408E-4
190,2.459873316524199E-5
15204392,1.2299366582620994E-5
19661294,1.7219113215669385E-4
192678847,9.839493266096793E-5
50201146,2.459873316524199E-5
329913197,4.919746633048398E-5
28967281,6.149683291310496E-5
167250227,6.149683291310496E-5
37487345,3.0748416456552474E-4
43909715,3.689809974786297E-4
24117694,0.0035053194760469725
288362978,1.352930324088309E-4
236719823,1.4759239899145188E-4
177474112,1.7219113215669385E-4
49938990,3.689809974786298E-5
2228471,3.689809974786298E-5
30802189,1.7219113215669385E-4
224,5.165733964700817E-4
81003572,1.229936658262099E-4
90834314,3.689809974786298E-5
123340731,1.2299366582620994E-5
87819736,2.459873316524199E-5
107742853,3.320828977307667E-4
40370817,1.352930324088309E-4
32243973,1.2299366582620994E-5
14155827,2.459873316524199E-5
14417969,3.320828977307667E-4
160565602,0.0011561404587663742
127272804,3.689809974786298E-5
478682234,2.459873316524199E-5
18481641,3.8128036406125066E-4
81396783,2.582866982350408E-4
27001193,6.149683291310496E-5
19792347,1.1069429924358891E-4
246,2.213885984871778E-4
540287170,4.919746633048396E-4
655613,1.9678986532193583E-4
15597589,4.919746633048398E-5
191499153,3.689809974786298E-5
255725506,9.839493266096793E-5
257,2.459873316524199E-5
13894102,0.0017957075210626628
53609015,8.609556607834694E-5
265,1.9678986532193583E-4
24772720,6.518664288789131E-4
38929241,3.689809974786298E-5
263458488,9.839493266096812E-4
25821318,1.2299366582620994E-5
18087961,5.288727630527027E-4
276697454,1.9678986532193583E-4
14680561,8.609556607834694E-5
426907745,9.839493266096812E-4
225184887,2.459873316524199E-5
273420631,3.689809974786298E-5
14942713,3.0748416456552474E-4
301600986,8.609556607834694E-5
472390921,7.379619949572595E-5
21364839,3.689809974786298E-5
291,0.001217637291679479
1442101,8.117581944529867E-4
295,0.0010454461595227858
