162269614,6.221176124618028E-6
15335662,2.6581376540893563E-5
207752295,3.563032754288101E-5
49152745,2.8278036019908232E-6
47186647,3.958927861639493E-6
88868166,2.8278060852240993E-6
96208310,3.110585439609509E-5
12,2.6298625678639113E-4
13,2.0756117066450357E-4
14,5.655625381151007E-6
16908562,2.7712545502031074E-5
415766744,5.655608807113388E-6
36045367,1.187679121153748E-5
17,1.6966833394313793E-6
20,3.07100082144269E-4
15466747,4.5244857676075685E-6
202771457,1.6966813335476796E-6
94373307,1.5270146467197648E-5
51249941,5.655595117289707E-7
98698689,1.131119910601567E-6
1966141,1.6966839592652966E-5
48628430,5.655603785210685E-7
260706209,1.1311213380388205E-5
139593849,1.6966825814421328E-6
14287094,2.5450248429512552E-5
80610528,1.86635201889815E-5
424024424,2.8278063740133487E-6
47,1.809796884142925E-5
61080471,2.8278012751605664E-6
42992292,1.1311207255599156E-6
22020453,7.352305017246348E-6
242617929,3.393366879639786E-6
41026098,2.1491312808780802E-5
66,4.52450928421353E-6
7471152,1.809796710458788E-5
1048661,3.3933672137525726E-5
52560743,8.483422119891448E-6
38797846,1.6966799535824273E-6
340530187,1.6966807878249909E-6
128321519,1.0180096114147234E-5
21627136,2.26224005769742E-6
14155927,4.072038631580578E-5
366351769,5.655601073906296E-7
171313785,5.655596237916127E-7
30933386,2.827806346274231E-6
58065700,3.958928168816105E-6
145361151,2.2622433819600706E-6
30146970,1.0745661766928697E-5
65668018,2.8278187664210084E-6
78775531,1.1311198551109041E-6
655443,5.65559567333061E-7
1048651,8.4834149599377E-6
51643210,1.1311226315564484E-6
18088309,2.9409181458341187E-5
216796302,5.655595136487033E-7
100927079,5.0900496329300075E-6
37225051,5.655595110932861E-7
30802352,2.262244594319474E-6
223218980,5.655596096996122E-7
107,4.524529363252945E-6
43909874,1.3573458592288293E-5
40108553,1.6966851079330829E-6
15204486,2.2622865518562037E-6
44171991,5.655599545854914E-7
377230858,1.131120910057828E-6
348394675,6.786738619723481E-6
271847496,5.655598388919428E-7
73925653,1.0180097893540046E-5
17301878,7.352291133625751E-6
199363485,2.4319137240009435E-5
169347687,5.655598632318697E-7
57017317,2.0360192574776114E-5
222432705,7.3522895795183404E-6
222563776,5.655597898723496E-7
148375644,6.221166307533791E-6
21365185,2.262240962061061E-6
273289410,5.655597128523104E-7
34210459,5.655597197367071E-7
14155850,5.655599584046575E-7
74974444,1.1311212412094307E-6
113509970,1.0180099343304939E-5
298062163,1.696681524237983E-6
235146909,8.483411837567075E-6
98567547,1.696682917374392E-5
17826187,2.8278037320472672E-6
7078092,1.1311225372873584E-6
13369452,5.655603966654588E-6
48759368,3.958926216918762E-6
20709790,5.6556072260548685E-6
14680132,2.2622419498529128E-6
23331266,7.352295513366027E-6
22413809,1.0971888078241625E-4
524463,2.997474786105814E-5
9830462,2.827800406204574E-6
22544880,1.753239894314553E-5
39846600,1.1311226586861664E-6
92538157,5.655595428683113E-7
18481585,1.6401286297102322E-5
17301926,7.352293650010168E-6
290591203,9.048968115081798E-6
360453582,2.8278068472386014E-6
